Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
04/01/1986,0.058876102197911014,0.07520104898588763,0.057270491053323394,0.06904558837413788,547142400,0.0,0.0
05/01/1986,0.06904553539922005,0.07600379394757494,0.06636951887807059,0.07493338733911514,333446400,0.0,0.0
06/01/1986,0.0749334275295064,0.0749334275295064,0.06315833292753448,0.06583435088396072,293788800,0.0,0.0
07/01/1986,0.06583437430865165,0.06743998565380392,0.05566488686210509,0.06101692467927933,460800000,0.0,0.0
08/01/1986,0.061016924679279334,0.06583437430865165,0.05834090577069221,0.06101692467927933,266256000,0.0,0.0
09/01/1986,0.06101688961925922,0.06743994690312506,0.056200058351531176,0.060481686145067215,285120000,0.0,0.0
10/01/1986,0.06048170054500378,0.0861733247977416,0.05887608974015191,0.08296210318803787,1565712000,0.0,0.0
11/01/1986,0.08349728632799298,0.10972348441669282,0.08349728632799298,0.10651226341724396,1053964800,0.0,0.0
12/01/1986,0.10651225998687198,0.10704746806352505,0.09687798170521901,0.1033010482788086,721526400,0.0,0.0
01/01/1987,0.10330103807981988,0.16592352833703128,0.101695423196348,0.1565568596124649,1961596800,0.0,0.0
02/01/1987,0.15655685241840214,0.17020577273589144,0.14237333969517746,0.16431790590286255,1834272000,0.0,0.0
03/01/1987,0.16431789906761565,0.2119540827135125,0.15735963490152374,0.20713725686073303,1783324800,0.0,0.0
04/01/1987,0.20713730916281056,0.2333635081435427,0.1937559762408385,0.22265881299972534,2118585600,0.0,0.0
05/01/1987,0.2226587625941375,0.27457719944130693,0.21998275020335636,0.246744766831398,2192054400,0.0,0.0
06/01/1987,0.2467448221455321,0.2467448221455321,0.20606628607861338,0.21837720274925232,1729353600,0.0,0.0
07/01/1987,0.21784199229807608,0.22640587361976186,0.1894743720100811,0.20124946534633636,1813536000,0.0,0.0
08/01/1987,0.20124953062945977,0.25959042370176916,0.19536166047261003,0.2542377710342407,2034921600,0.0,0.0
09/01/1987,0.2526320779291154,0.2852819518583443,0.2269410766576524,0.2836757302284241,1554912000,0.0,2.0
10/01/1987,0.2836757071654667,0.33934054634153393,0.15950110806368056,0.21302452683448792,3567225600,0.0,0.0
11/01/1987,0.21088376968247602,0.22265884604625497,0.1734170462914924,0.19161520898342133,1550188800,0.0,0.0
12/01/1987,0.19054472137119857,0.2397865210943908,0.171276167875088,0.232293039560318,1780200000,0.0,0.0
01/01/1988,0.2344338731614983,0.2644071219470962,0.22479959559106116,0.23871612548828125,1966795200,0.0,0.0
02/01/1988,0.24299787299166015,0.2601256228151552,0.21302460940949117,0.2542377710342407,1403899200,0.0,0.0
03/01/1988,0.25584394952654804,0.28046453786664866,0.23229313444899108,0.24192741513252258,2113675200,0.0,0.0
04/01/1988,0.2397866680733524,0.25156174725300956,0.22587013083380564,0.23336359858512878,1155096000,0.0,0.0
05/01/1988,0.2333635255450891,0.25370248274925034,0.22908189708091858,0.24835045635700226,1033012800,0.0,0.0
06/01/1988,0.24942088240494764,0.2890284004325096,0.24728006808922884,0.28688758611679077,1198598400,0.0,0.0
07/01/1988,0.2868875441448093,0.3018738485680442,0.24299777912528572,0.2547728717327118,1401105600,0.0,0.0
08/01/1988,0.255843904411341,0.2569143206427519,0.20446067276421365,0.21409495174884796,1862596800,0.0,0.0
09/01/1988,0.2119541162308395,0.23657532252145608,0.20553104983802947,0.223729208111763,1216584000,0.0,0.0
10/01/1988,0.21944757454982478,0.23122266611840162,0.20446064666724487,0.20981329679489136,1532102400,0.0,0.0
11/01/1988,0.20981334087514777,0.21623578366538662,0.19375599352425105,0.20231987535953522,1558929600,0.0,0.0
12/01/1988,0.2033902877783625,0.23229312917242564,0.20124949173852158,0.22801151871681213,1030464000,0.0,0.0
01/01/1989,0.22908181209412926,0.25798464028562884,0.21516528437316976,0.2553086280822754,1375084800,0.0,0.0
02/01/1989,0.2547728717327118,0.2772532655398985,0.2504912437276813,0.2547728717327118,1802145600,0.0,0.0
03/01/1989,0.25691438503475855,0.26654866643409114,0.19589684073387173,0.2135598063468933,3058704000,0.0,0.0
04/01/1989,0.2140949391666112,0.241927358253408,0.20339024457967478,0.23925134539604187,1134820800,0.0,0.0
05/01/1989,0.2371106025839229,0.2611959934664541,0.21837725739802155,0.2590551972389221,1258977600,0.0,0.0
06/01/1989,0.25798468068896224,0.2601254944621054,0.21944757039827995,0.2269410341978073,1072584000,0.0,0.0
07/01/1989,0.22747626319922598,0.24406818313989925,0.22051801570260915,0.23443390429019928,1221019200,0.0,0.0
08/01/1989,0.234433870702239,0.2590550939859011,0.231222659264918,0.25156161189079285,1380729600,0.0,0.0
09/01/1989,0.25263216078495426,0.29759236033405045,0.2472801327834088,0.29331010580062866,1284523200,0.0,0.0
10/01/1989,0.29223972241953977,0.36824357471949926,0.2911693240478379,0.35004544258117676,2608992000,0.0,0.0
11/01/1989,0.350045481163333,0.38216015549286303,0.325424882577356,0.3725258708000183,1835870400,0.0,0.0
12/01/1989,0.3730610884207989,0.37787790000030597,0.32114262708479896,0.3725258708000183,1460664000,0.0,0.0
01/01/1990,0.3735960646334849,0.4110627439533054,0.35967953344058495,0.3960758149623871,2380968000,0.0,0.0
