Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
12/12/1980,0.09894323348999023,0.09937339758812554,0.09894323348999023,0.09894323348999023,469033600,0.0,0.0
12/15/1980,0.0942114340269692,0.0942114340269692,0.09378127008676529,0.09378127008676529,175884800,0.0,0.0
12/16/1980,0.08732806028253391,0.08732806028253391,0.08689790219068527,0.08689790219068527,105728000,0.0,0.0
12/17/1980,0.08904870599508286,0.08947886983954176,0.08904870599508286,0.08904870599508286,86441600,0.0,0.0
12/18/1980,0.0916304811835289,0.09206063944378547,0.0916304811835289,0.0916304811835289,73449600,0.0,0.0
12/19/1980,0.09722252935171127,0.09765269318776842,0.09722252935171127,0.09722252935171127,48630400,0.0,0.0
12/22/1980,0.10195434838533401,0.1023852820368189,0.10195434838533401,0.10195434838533401,37363200,0.0,0.0
12/23/1980,0.10625674575567245,0.10668690984935,0.10625674575567245,0.10625674575567245,46950400,0.0,0.0
12/24/1980,0.11184878647327422,0.1122789503437396,0.11184878647327422,0.11184878647327423,48003200,0.0,0.0
12/26/1980,0.12217345833778381,0.12260362234292384,0.12217345833778381,0.12217345833778381,55574400,0.0,0.0
12/29/1980,0.1238941252231598,0.12432428930590694,0.1238941252231598,0.12389412522315979,93161600,0.0,0.0
12/30/1980,0.12131311062174362,0.12131311062174362,0.12088295817375183,0.12088295817375183,68880000,0.0,0.0
12/31/1980,0.11787180312821686,0.11787180312821686,0.11744163930416109,0.11744163930416107,35750400,0.0,0.0
01/02/1981,0.11873219162225723,0.11959251979449195,0.11873219162225723,0.11873219162225723,21660800,0.0,0.0
01/05/1981,0.11658135870573977,0.11658135870573977,0.11615120619535448,0.11615120619535446,35728000,0.0,0.0
01/06/1981,0.11141858696112418,0.11141858696112418,0.11098842322826385,0.11098842322826385,45158400,0.0,0.0
01/07/1981,0.10668690984935,0.10668690984935,0.10625674575567245,0.10625674575567245,55686400,0.0,0.0
01/08/1981,0.10453607208750376,0.10453607208750376,0.10410591959953308,0.10410591959953308,39827200,0.0,0.0
01/09/1981,0.10969804227352142,0.11012820639364056,0.10969804227352142,0.10969804227352142,21504000,0.0,0.0
01/12/1981,0.10969806299923944,0.10969806299923944,0.10883774608373642,0.10883774608373642,23699200,0.0,0.0
01/13/1981,0.10539644701150612,0.10539644701150612,0.10496628284454346,0.10496628284454346,23049600,0.0,0.0
01/14/1981,0.10539641231298447,0.10582657633832887,0.10539641231298447,0.10539641231298447,14291200,0.0,0.0
01/15/1981,0.10754719376564026,0.10840751011157419,0.10754719376564026,0.10754719376564026,14067200,0.0,0.0
01/16/1981,0.10711702421693824,0.10711702421693824,0.10668686032295226,0.10668686032295227,13395200,0.0,0.0
01/19/1981,0.1131393313407898,0.11356949545741434,0.1131393313407898,0.1131393313407898,41574400,0.0,0.0
01/20/1981,0.11012820639364056,0.11012820639364056,0.10969804227352142,0.10969804227352142,30083200,0.0,0.0
01/21/1981,0.11184878647327422,0.11270910272693309,0.11184878647327422,0.11184878647327423,15904000,0.0,0.0
01/22/1981,0.1131393313407898,0.11399965957403888,0.1131393313407898,0.1131393313407898,35548800,0.0,0.0
01/23/1981,0.11313926889399824,0.11356943277319545,0.11270910501480101,0.11270910501480103,11222400,0.0,0.0
01/26/1981,0.11141858696112418,0.11141858696112418,0.11098842322826385,0.11098842322826385,24640000,0.0,0.0
01/27/1981,0.11098845818908791,0.11098845818908791,0.11012814193964005,0.11012814193964005,23699200,0.0,0.0
01/28/1981,0.10711702421693824,0.10711702421693824,0.10668686032295226,0.10668686032295227,28156800,0.0,0.0
01/29/1981,0.10324559085803137,0.10324559085803137,0.1028154268860817,0.1028154268860817,43904000,0.0,0.0
01/30/1981,0.09808285702382558,0.09808285702382558,0.09722252935171127,0.09722252935171127,46188800,0.0,0.0
02/02/1981,0.09206063944378547,0.09206063944378547,0.0916304811835289,0.0916304811835289,23766400,0.0,0.0
02/03/1981,0.09507180750370026,0.0955019659325582,0.09507180750370026,0.09507180750370026,19152000,0.0,0.0
02/04/1981,0.09851307421922684,0.09894322680100402,0.09851307421922684,0.09851307421922684,27865600,0.0,0.0
02/05/1981,0.09851307421922684,0.09937339087005839,0.09851307421922684,0.09851307421922684,7929600,0.0,0.0
02/06/1981,0.09894323348999023,0.09937339758812554,0.09894323348999023,0.09894323348999023,13865600,0.0,0.0
02/09/1981,0.09464159222353624,0.09464159222353624,0.09378127008676529,0.09378127008676529,16755200,0.0,0.0
02/10/1981,0.09378127008676529,0.0942114340269692,0.09378127008676529,0.09378127008676529,18345600,0.0,0.0
02/11/1981,0.0912003284057889,0.0912003284057889,0.0907701700925827,0.0907701700925827,13843200,0.0,0.0
02/12/1981,0.09033997298450687,0.09033997298450687,0.08990903943777084,0.08990903943777084,14560000,0.0,0.0
02/13/1981,0.08861859529169981,0.08861859529169981,0.08775827288627625,0.08775827288627625,11155200,0.0,0.0
02/17/1981,0.08990903943777084,0.09033997298450687,0.08990903943777084,0.08990903943777084,12275200,0.0,0.0
02/18/1981,0.09378127008676529,0.09464159222353624,0.09378127008676529,0.09378127008676529,19241600,0.0,0.0
02/19/1981,0.08861860372307816,0.08861860372307816,0.08818843960762024,0.08818843960762024,22310400,0.0,0.0
02/20/1981,0.08388685184173603,0.08388685184173603,0.08345668762922287,0.08345668762922287,24371200,0.0,0.0
02/23/1981,0.08474712073802948,0.08517728470669127,0.08474712073802948,0.08474712073802948,14112000,0.0,0.0
02/24/1981,0.08259630555368093,0.08259630555368093,0.08173598349094391,0.08173598349094391,16979200,0.0,0.0
02/25/1981,0.08689790219068527,0.08732806028253391,0.08689790219068527,0.08689790219068527,19488000,0.0,0.0
02/26/1981,0.08818843960762024,0.08861860372307816,0.08818843960762024,0.08818843960762024,10841600,0.0,0.0
02/27/1981,0.0912003293633461,0.09206065174242987,0.0912003293633461,0.0912003293633461,14761600,0.0,0.0
03/02/1981,0.0916304811835289,0.09206063944378547,0.0916304811835289,0.0916304811835289,11760000,0.0,0.0
03/03/1981,0.09077015992933866,0.09077015992933866,0.09033999592065811,0.09033999592065811,16172800,0.0,0.0
03/04/1981,0.08990905329027532,0.08990905329027532,0.08947889506816864,0.08947889506816864,13708800,0.0,0.0
03/05/1981,0.08947886983954176,0.08947886983954176,0.08904870599508286,0.08904870599508286,5376000,0.0,0.0
03/06/1981,0.08904876209489687,0.08904876209489687,0.08818843960762024,0.08818843960762024,11603200,0.0,0.0
03/09/1981,0.08173598986385061,0.08173598986385061,0.08130583167076111,0.08130583167076111,15321600,0.0,0.0
03/10/1981,0.07786380411920317,0.07786380411920317,0.07743364572525024,0.07743364572525024,28380800,0.0,0.0
03/11/1981,0.07528277065228534,0.07528277065228534,0.0744224488735199,0.0744224488735199,29859200,0.0,0.0
03/12/1981,0.07743364572525024,0.07786380411920317,0.07743364572525024,0.07743364572525024,59248000,0.0,0.0
03/13/1981,0.07700344064548079,0.07700344064548079,0.07657328248023987,0.07657328248023987,231302400,0.0,0.0
03/16/1981,0.07958519458770752,0.08044551679510273,0.07958519458770752,0.07958519458770752,37228800,0.0,0.0
03/17/1981,0.08345668762922287,0.08431701031060868,0.08345668762922287,0.08345668762922287,43747200,0.0,0.0
